NR_ZONA;NR_SECAO;DS_GENERO;DS_FAIXA_ETARIA;DS_GRAU_ESCOLARIDADE;DS_TIPO_DEFICIENCIA;;;;;;
411;35;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;2;FEMININO;55 a 59 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;69;FEMININO;21 a 24 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;169;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;533;FEMININO;35 a 39 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
282;122;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
411;321;FEMININO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;233;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;324;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;62;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;62;MASCULINO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;631;FEMININO;30 a 34 anos                  ;ENSINO MEDIO INCOMPLETO;OUTROS;;;;;;
412;264;FEMININO;80 a 84 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;187;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
127;341;FEMININO;45 a 49 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;320;FEMININO;65 a 69 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;645;MASCULINO;70 a 74 anos                  ;ANALFABETO;OUTROS;;;;;;
411;319;FEMININO;25 a 29 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICENCIA AUDITIVA;;;;;;
412;9;MASCULINO;50 a 54 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;540;MASCULINO;90 a 94 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;36;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;524;FEMININO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;390;FEMININO;65 a 69 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;541;FEMININO;60 a 64 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;106;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO INCOMPLETO;OUTROS;;;;;;
411;225;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
127;534;MASCULINO;35 a 39 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;325;FEMININO;70 a 74 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;210;FEMININO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;13;MASCULINO;85 a 89 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;255;MASCULINO;85 a 89 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;382;FEMININO;80 a 84 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;510;MASCULINO;25 a 29 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;24;MASCULINO;40 a 44 anos                  ;ANALFABETO;OUTROS;;;;;;
282;233;MASCULINO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;170;FEMININO;35 a 39 anos                  ;LE E ESCREVE;OUTROS;;;;;;
127;638;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;318;MASCULINO;60 a 64 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;524;FEMININO;80 a 84 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;202;FEMININO;70 a 74 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;235;FEMININO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;169;MASCULINO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
412;2;MASCULINO;25 a 29 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;192;MASCULINO;25 a 29 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;5;FEMININO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;154;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;186;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;5;MASCULINO;65 a 69 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;168;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
411;255;MASCULINO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;369;FEMININO;65 a 69 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;34;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;232;MASCULINO;40 a 44 anos                  ;ANALFABETO;OUTROS;;;;;;
412;440;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
127;132;MASCULINO;70 a 74 anos                  ;SUPERIOR INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
127;527;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;200;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
282;62;MASCULINO;35 a 39 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;4;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;719;FEMININO;25 a 29 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;154;MASCULINO;55 a 59 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;5;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
412;53;FEMININO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;5;MASCULINO;90 a 94 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;319;FEMININO;35 a 39 anos                  ;ANALFABETO;OUTROS;;;;;;
127;611;FEMININO;25 a 29 anos                  ;SUPERIOR INCOMPLETO;OUTROS;;;;;;
411;319;FEMININO;65 a 69 anos                  ;LE E ESCREVE;OUTROS;;;;;;
412;321;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;170;MASCULINO;30 a 34 anos                  ;ANALFABETO;OUTROS;;;;;;
412;196;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;167;FEMININO;75 a 79 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;49;MASCULINO;25 a 29 anos                  ;ANALFABETO;OUTROS;;;;;;
411;200;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
411;130;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;190;MASCULINO;30 a 34 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;186;FEMININO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;160;MASCULINO;30 a 34 anos                  ;ANALFABETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
411;178;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
412;221;FEMININO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
127;667;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;542;MASCULINO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;60;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;26;MASCULINO;60 a 64 anos                  ;SUPERIOR INCOMPLETO;OUTROS;;;;;;
411;174;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;708;MASCULINO;30 a 34 anos                  ;ANALFABETO;OUTROS;;;;;;
127;281;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;341;FEMININO;65 a 69 anos                  ;ANALFABETO;OUTROS;;;;;;
282;141;MASCULINO;55 a 59 anos                  ;ENSINO MEDIO COMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;410;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;279;MASCULINO;30 a 34 anos                  ;ANALFABETO;OUTROS;;;;;;
411;150;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;324;MASCULINO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;209;FEMININO;30 a 34 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;62;FEMININO;21 a 24 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;229;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;200;FEMININO;55 a 59 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;45;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;2;MASCULINO;70 a 74 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;254;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;405;MASCULINO;55 a 59 anos                  ;ENSINO MEDIO COMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
411;130;MASCULINO;75 a 79 anos                  ;LE E ESCREVE;OUTROS;;;;;;
127;622;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
411;42;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;89;FEMININO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
282;105;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
282;37;FEMININO;80 a 84 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
127;524;MASCULINO;70 a 74 anos                  ;ANALFABETO;OUTROS;;;;;;
412;242;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA VISUAL;;;;;;
127;165;MASCULINO;55 a 59 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA VISUAL;;;;;;
412;342;MASCULINO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;209;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;235;MASCULINO;25 a 29 anos                  ;ANALFABETO;OUTROS;;;;;;
282;37;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;153;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;198;FEMININO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;7;FEMININO;30 a 34 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;272;MASCULINO;55 a 59 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;1;MASCULINO;75 a 79 anos                  ;ANALFABETO;DEFICIENCIA VISUAL;;;;;;
127;440;FEMININO;55 a 59 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
127;537;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;90;FEMININO;60 a 64 anos                  ;LE E ESCREVE;OUTROS;;;;;;
127;406;FEMININO;85 a 89 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;214;FEMININO;35 a 39 anos                  ;ANALFABETO;OUTROS;;;;;;
411;167;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;38;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;318;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;106;MASCULINO;60 a 64 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;154;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;210;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;235;FEMININO;55 a 59 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
282;122;MASCULINO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;195;MASCULINO;19 anos                       ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;203;FEMININO;21 a 24 anos                  ;ANALFABETO;OUTROS;;;;;;
127;636;MASCULINO;30 a 34 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;102;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;225;MASCULINO;60 a 64 anos                  ;ANALFABETO;OUTROS;;;;;;
412;4;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;36;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
412;289;MASCULINO;55 a 59 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;335;MASCULINO;50 a 54 anos                  ;ANALFABETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
127;721;MASCULINO;60 a 64 anos                  ;SUPERIOR COMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
282;142;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;171;FEMININO;21 a 24 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;15;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;210;FEMININO;70 a 74 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;534;FEMININO;55 a 59 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;341;MASCULINO;55 a 59 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;219;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;196;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;254;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;318;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;478;FEMININO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;32;FEMININO;65 a 69 anos                  ;LE E ESCREVE;OUTROS;;;;;;
411;42;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;5;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;347;MASCULINO;21 a 24 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;534;FEMININO;80 a 84 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
411;319;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;316;MASCULINO;60 a 64 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;652;MASCULINO;21 a 24 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;636;FEMININO;21 a 24 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;121;FEMININO;40 a 44 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;154;MASCULINO;60 a 64 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;3;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;210;FEMININO;65 a 69 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;194;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;440;FEMININO;80 a 84 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;281;FEMININO;85 a 89 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;263;MASCULINO;21 a 24 anos                  ;ANALFABETO;OUTROS;;;;;;
127;1;MASCULINO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;133;FEMININO;40 a 44 anos                  ;ENSINO MEDIO INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
282;48;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;443;MASCULINO;35 a 39 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;37;MASCULINO;80 a 84 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;319;FEMININO;60 a 64 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;235;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;2;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
412;197;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;46;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;370;MASCULINO;21 a 24 anos                  ;ANALFABETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
127;370;MASCULINO;21 a 24 anos                  ;ANALFABETO;OUTROS;;;;;;
127;440;MASCULINO;40 a 44 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;9;FEMININO;90 a 94 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;169;FEMININO;70 a 74 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
127;538;FEMININO;25 a 29 anos                  ;ANALFABETO;DEFICENCIA AUDITIVA;;;;;;
127;524;FEMININO;25 a 29 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;168;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;49;MASCULINO;21 a 24 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;262;MASCULINO;70 a 74 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;3;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;434;MASCULINO;30 a 34 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;191;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;541;FEMININO;40 a 44 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;125;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;196;FEMININO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;58;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;120;FEMININO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;49;MASCULINO;30 a 34 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;209;FEMININO;35 a 39 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;5;MASCULINO;40 a 44 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA VISUAL;;;;;;
127;533;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
282;179;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;165;MASCULINO;30 a 34 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;737;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;134;FEMININO;50 a 54 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;672;FEMININO;35 a 39 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
411;182;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;430;MASCULINO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;237;FEMININO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
127;540;MASCULINO;65 a 69 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
411;242;MASCULINO;35 a 39 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;567;MASCULINO;80 a 84 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;169;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;265;FEMININO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;112;FEMININO;65 a 69 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;289;FEMININO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;6;FEMININO;60 a 64 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
282;115;FEMININO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;231;FEMININO;60 a 64 anos                  ;SUPERIOR COMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
282;90;MASCULINO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;117;FEMININO;40 a 44 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;6;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;117;FEMININO;70 a 74 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;250;FEMININO;60 a 64 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;194;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;9;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
